model,alg,workers,time,date,sccs,ustates,utrans,tstates,ttrans,initstates,selfloop,claimdead,claimfound,claimsuccess
rmat,hong,12,1.150968,2015-09-01.21:03:27,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,12,0.4149,2015-09-01.21:03:38,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,12,0.847258,2015-09-01.21:03:49,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,16,0.586107,2015-09-01.21:03:54,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,16,0.113031,2015-09-01.21:03:56,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,16,0.240521,2015-09-01.21:03:59,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,16,1.119258,2015-09-01.21:04:08,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,16,1.06385,2015-09-01.21:04:18,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
livej,tarjan,1,2.868322,2015-09-01.21:34:21,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,tarjan,1,0.933937,2015-09-01.21:34:24,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,tarjan,1,1.320223,2015-09-01.21:34:27,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,tarjan,1,9.992569,2015-09-01.21:34:46,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,tarjan,1,8.217659,2015-09-01.21:35:02,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,tarjan,1,1.636368,2015-09-01.21:35:15,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,tarjan,1,4.173606,2015-09-01.21:35:29,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,ufscc,1,6.941369,2015-09-01.21:35:41,971232,4847571,68993773,4847571,68993773,402126,518382,2232250,61797696,4445445
patent,ufscc,1,1.609813,2015-09-01.21:35:44,3774768,3774768,16518948,3774768,16518948,871085,1,13615264,0,2903683
pokec,ufscc,1,3.29318,2015-09-01.21:35:50,325893,1632804,30622564,1632804,30622564,115911,0,1223988,27881683,1516893
random,ufscc,1,20.286209,2015-09-01.21:36:19,877,10000001,100000000,10000001,100000000,423,0,8134,89992288,9999578
rmat,ufscc,1,17.765219,2015-09-01.21:36:45,2247072,9999994,100000000,9999994,100000000,1686096,0,1838376,89847726,8313898
ssca2,ufscc,1,5.334732,2015-09-01.21:37:01,31,1048577,157877986,1048577,157877986,22,0,71,156829360,1048555
wiki-links,ufscc,1,10.175489,2015-09-01.21:37:21,2002220,5710993,130160392,5710993,130160392,1963865,12285,3698720,122702259,3747128
livej,ufscc,2,3.938678,2015-09-01.21:37:30,971232,4847571,68993773,4915951,72539379,401956,533210,2297907,65229787,4478475
patent,ufscc,2,1.030535,2015-09-01.21:37:33,3774768,3774768,16518948,3774785,16519027,862144,1,13606378,0,2912648
pokec,ufscc,2,1.83191,2015-09-01.21:37:37,325893,1632804,30622564,1684740,32888627,115956,0,1279265,30084349,1525013
random,ufscc,2,10.891812,2015-09-01.21:37:56,877,10000001,100000000,10197995,101981231,424,0,8245,91973378,9999608
rmat,ufscc,2,10.293662,2015-09-01.21:38:15,2247072,9999994,100000000,10444581,110479370,1686101,0,1992604,100161417,8325349
ssca2,ufscc,2,3.259543,2015-09-01.21:38:29,31,1048577,157877986,1051087,158239658,23,0,73,157188516,1051069
wiki-links,ufscc,2,5.614527,2015-09-01.21:38:44,2002220,5710993,130160392,5778224,135542287,1962884,12914,3700186,128065710,3763477
livej,ufscc,4,2.032953,2015-09-01.21:38:52,971232,4847571,68993773,4867564,71047042,401321,524660,2268605,63803791,4449986
patent,ufscc,4,0.607906,2015-09-01.21:38:54,3774768,3774768,16518948,3775072,16520995,844584,1,13590409,0,2930585
pokec,ufscc,4,0.990794,2015-09-01.21:38:58,325893,1632804,30622564,1674570,32781165,116170,0,1275827,29985071,1520267
random,ufscc,4,5.56794,2015-09-01.21:39:11,877,10000001,100000000,10065731,100656858,426,0,8169,90649027,9999662
rmat,ufscc,4,5.566919,2015-09-01.21:39:25,2247072,9999994,100000000,10615493,114258754,1686098,0,2055175,103877676,8325903
ssca2,ufscc,4,1.753746,2015-09-01.21:39:37,31,1048577,157877986,1129900,170094176,25,0,77,169032878,1061221
wiki-links,ufscc,4,2.948105,2015-09-01.21:39:50,2002220,5710993,130160392,5752017,134742393,1962683,12743,3699328,127272696,3757626
livej,ufscc,6,1.507398,2015-09-01.21:39:57,971232,4847571,68993773,4956199,75638026,401045,545093,2357240,68260892,4474801
patent,ufscc,6,0.444928,2015-09-01.21:39:59,3774768,3774768,16518948,3774939,16520192,833733,1,13578920,0,2941271
pokec,ufscc,6,0.668957,2015-09-01.21:40:03,325893,1632804,30622564,1658659,32129030,116767,0,1259870,29351662,1517498
random,ufscc,6,3.910243,2015-09-01.21:40:15,877,10000001,100000000,10161625,101616380,428,0,8221,91608390,9999769
rmat,ufscc,6,4.052486,2015-09-01.21:40:27,2247072,9999994,100000000,10560099,112857340,1686121,0,2035874,102496457,8325009
ssca2,ufscc,6,1.147931,2015-09-01.21:40:39,31,1048577,157877986,1115488,166845362,27,0,173,165777251,1067938
wiki-links,ufscc,6,2.010969,2015-09-01.21:40:51,2002220,5710993,130160392,5795511,136660875,1963696,13212,3700980,129176268,3770415
livej,ufscc,8,1.245003,2015-09-01.21:40:58,971232,4847571,68993773,4960393,77046790,400865,550480,2385336,69624794,4486180
patent,ufscc,8,0.360327,2015-09-01.21:41:00,3774768,3774768,16518948,3775164,16521212,827502,1,13573373,0,2947838
pokec,ufscc,8,0.641885,2015-09-01.21:41:03,325893,1632804,30622564,1940495,39110288,117470,0,1482550,36073837,1553901
random,ufscc,8,3.331863,2015-09-01.21:41:14,877,10000001,100000000,10104932,101050581,430,0,8178,91042411,9999992
rmat,ufscc,8,2.873391,2015-09-01.21:41:25,2247072,9999994,100000000,10519205,111847020,1686119,0,2019251,101502916,8324853
ssca2,ufscc,8,1.040696,2015-09-01.21:41:37,31,1048577,157877986,1315497,198463979,29,0,76,197378847,1085056
wiki-links,ufscc,8,1.615218,2015-09-01.21:41:48,2002220,5710993,130160392,5802579,139013855,1963086,13306,3701546,131518034,3780969
livej,ufscc,12,0.89681,2015-09-01.21:41:55,971232,4847571,68993773,4933593,75392766,400572,542188,2349559,68028327,4472692
patent,ufscc,12,0.310081,2015-09-01.21:41:57,3774768,3774768,16518948,3775233,16522110,822549,1,13569225,0,2952884
pokec,ufscc,12,0.410567,2015-09-01.21:42:00,325893,1632804,30622564,1711782,34480448,117858,0,1317750,31642789,1519909
random,ufscc,12,2.371662,2015-09-01.21:42:10,877,10000001,100000000,10147154,101473070,434,0,8202,91464529,10000339
rmat,ufscc,12,2.218031,2015-09-01.21:42:21,2247072,9999994,100000000,10666679,113630784,1686119,0,2067996,103236987,8325801
ssca2,ufscc,12,0.79421,2015-09-01.21:42:32,31,1048577,157877986,1528931,226072309,33,0,275,224970934,1101100
wiki-links,ufscc,12,1.237665,2015-09-01.21:42:43,2002220,5710993,130160392,5849676,143509604,1963921,14140,3705063,136004047,3786354
livej,ufscc,16,1.044252,2015-09-01.21:42:50,971232,4847571,68993773,5467242,100918331,400473,669200,2952497,92685031,4611603
patent,ufscc,16,0.264613,2015-09-01.21:42:51,3774768,3774768,16518948,3775134,16521477,818546,1,13564688,0,2956788
pokec,ufscc,16,0.37435,2015-09-01.21:42:54,325893,1632804,30622564,1773932,38401407,118447,0,1404293,35471115,1525999
random,ufscc,16,2.00119,2015-09-01.21:43:05,877,10000001,100000000,10303210,102970016,438,0,8261,92960769,10000986
rmat,ufscc,16,1.791165,2015-09-01.21:43:15,2247072,9999994,100000000,10668296,113075852,1686128,0,2061658,102688777,8325417
ssca2,ufscc,16,0.675328,2015-09-01.21:43:26,31,1048577,157877986,1610861,242590395,37,0,209,241463030,1127156
wiki-links,ufscc,16,1.092999,2015-09-01.21:43:37,2002220,5710993,130160392,5922400,151022580,1964346,14846,3706628,143512717,3788389
livej,ufscc,24,0.663258,2015-09-01.21:43:43,971232,4847571,68993773,4933807,75873585,400214,543552,2361501,68505564,4462968
patent,ufscc,24,0.229419,2015-09-01.21:43:45,3774768,3774768,16518948,3775627,16525780,813921,1,13563718,0,2962061
pokec,ufscc,24,0.317626,2015-09-01.21:43:48,325893,1632804,30622564,1874564,42006777,118714,0,1509916,38964781,1532080
random,ufscc,24,1.539879,2015-09-01.21:43:57,877,10000001,100000000,10226523,102267390,446,0,8237,92256933,10002220
rmat,ufscc,24,1.61861,2015-09-01.21:44:07,2247072,9999994,100000000,10879595,119604180,1686132,0,2167607,109100008,8336565
ssca2,ufscc,24,0.428935,2015-09-01.21:44:18,31,1048577,157877986,1622248,232338166,45,0,792,231212834,1124540
wiki-links,ufscc,24,0.901259,2015-09-01.21:44:29,2002220,5710993,130160392,6018425,151973357,1964901,15147,3708201,144452811,3797198
livej,ufscc,32,0.763732,2015-09-01.21:44:35,971232,4847571,68993773,5054087,85159501,400207,580952,2556485,77530571,4491493
patent,ufscc,32,0.244142,2015-09-01.21:44:37,3774768,3774768,16518948,3776109,16528777,817820,1,13569990,0,2958786
pokec,ufscc,32,0.278546,2015-09-01.21:44:40,325893,1632804,30622564,1795988,38800707,118226,0,1430453,35842072,1528182
random,ufscc,32,1.463746,2015-09-01.21:44:49,877,10000001,100000000,10322847,103262211,454,0,8266,93250994,10002951
rmat,ufscc,32,1.945155,2015-09-01.21:44:59,2247072,9999994,100000000,10548283,111903808,1686146,0,2026729,101555579,8321500
ssca2,ufscc,32,0.564172,2015-09-01.21:45:11,31,1048577,157877986,2517192,378098060,53,0,575,376909667,1187818
wiki-links,ufscc,32,0.936528,2015-09-01.21:45:21,2002220,5710993,130160392,5935940,155068688,1964540,15718,3710516,147550039,3792415
livej,ufscc,48,0.740601,2015-09-01.21:45:27,971232,4847571,68993773,5115682,88109320,400313,591921,2631038,80391650,4494711
patent,ufscc,48,0.28383,2015-09-01.21:45:29,3774768,3774768,16518948,3775811,16526513,814212,1,13564600,0,2961912
pokec,ufscc,48,0.26003,2015-09-01.21:45:32,325893,1632804,30622564,1750096,36277435,118146,0,1365423,33390742,1521270
random,ufscc,48,1.559543,2015-09-01.21:45:42,877,10000001,100000000,10129774,101321304,470,0,8183,91306443,10006678
rmat,ufscc,48,1.538303,2015-09-01.21:45:52,2247072,9999994,100000000,10953517,120533205,1686151,0,2201543,109997622,8334040
ssca2,ufscc,48,0.444175,2015-09-01.21:46:03,31,1048577,157877986,2969977,440343895,69,0,1015,439113565,1229315
wiki-links,ufscc,48,0.925242,2015-09-01.21:46:13,2002220,5710993,130160392,5975958,155588376,1965075,15787,3712422,148067845,3792322
livej,ufscc,64,0.75549,2015-09-01.21:46:19,971232,4847571,68993773,5248996,94754148,400131,619816,2782624,86829757,4521951
patent,ufscc,64,0.265227,2015-09-01.21:46:21,3774768,3774768,16518948,3776234,16530724,821402,1,13575416,0,2955307
pokec,ufscc,64,0.288496,2015-09-01.21:46:24,325893,1632804,30622564,1813997,38897550,117729,0,1437222,35938069,1522259
random,ufscc,64,1.525883,2015-09-01.21:46:34,877,10000001,100000000,10255855,102621245,486,0,8244,92602732,10010269
rmat,ufscc,64,1.47915,2015-09-01.21:46:44,2247072,9999994,100000000,10415867,111757127,1686173,0,2007054,101427989,8322084
ssca2,ufscc,64,0.343045,2015-09-01.21:46:55,31,1048577,157877986,2768988,417735877,85,0,396,416529732,1205749
wiki-links,ufscc,64,0.887346,2015-09-01.21:47:05,2002220,5710993,130160392,5986761,157912413,1964506,15867,3713539,150397250,3785757
livej,hong,1,1.93435,2015-09-01.21:47:13,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,1,0.597091,2015-09-01.21:47:15,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,1,0.624738,2015-09-01.21:47:18,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,1,5.467789,2015-09-01.21:47:32,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,1,4.341454,2015-09-01.21:47:45,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,1,3.145356,2015-09-01.21:47:58,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,1,2.503916,2015-09-01.21:48:11,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,2,1.314967,2015-09-01.21:48:17,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,2,0.367737,2015-09-01.21:48:19,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,2,0.443337,2015-09-01.21:48:22,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,2,3.363891,2015-09-01.21:48:34,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,2,2.663476,2015-09-01.21:48:45,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,2,1.873457,2015-09-01.21:48:57,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,2,1.813277,2015-09-01.21:49:09,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,4,1.140871,2015-09-01.21:49:16,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,4,0.214291,2015-09-01.21:49:18,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,4,0.347291,2015-09-01.21:49:20,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,4,2.065251,2015-09-01.21:49:31,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,4,1.919111,2015-09-01.21:49:41,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,4,1.007041,2015-09-01.21:49:53,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,4,1.424834,2015-09-01.21:50:04,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,6,0.994469,2015-09-01.21:50:10,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,6,0.154894,2015-09-01.21:50:12,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,6,0.342639,2015-09-01.21:50:15,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,6,1.960597,2015-09-01.21:50:25,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,6,1.606772,2015-09-01.21:50:35,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,6,0.727273,2015-09-01.21:50:46,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,6,1.011832,2015-09-01.21:50:57,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,8,0.693098,2015-09-01.21:51:03,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,8,0.156654,2015-09-01.21:51:05,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,8,0.307726,2015-09-01.21:51:08,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,8,1.87042,2015-09-01.21:51:18,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,8,1.56721,2015-09-01.21:51:28,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,8,0.62485,2015-09-01.21:51:40,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,8,1.184357,2015-09-01.21:51:51,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,12,0.59387,2015-09-01.21:51:57,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,12,0.128118,2015-09-01.21:51:58,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,12,0.289038,2015-09-01.21:52:01,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,12,1.177521,2015-09-01.21:52:11,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,12,1.764706,2015-09-01.21:52:21,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,12,0.501772,2015-09-01.21:52:32,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,12,1.148442,2015-09-01.21:52:43,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,16,0.766215,2015-09-01.21:52:49,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,16,0.129988,2015-09-01.21:52:51,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,16,0.289953,2015-09-01.21:52:54,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,16,1.102971,2015-09-01.21:53:03,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,16,1.173386,2015-09-01.21:53:12,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,16,0.449278,2015-09-01.21:53:23,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,16,0.991482,2015-09-01.21:53:34,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,24,0.481927,2015-09-01.21:53:40,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,24,0.122208,2015-09-01.21:53:42,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,24,0.177177,2015-09-01.21:53:45,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,24,1.325652,2015-09-01.21:53:54,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,24,1.159452,2015-09-01.21:54:04,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,24,0.350202,2015-09-01.21:54:15,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,24,0.740497,2015-09-01.21:54:26,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,32,0.470004,2015-09-01.21:54:32,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,32,0.106202,2015-09-01.21:54:34,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,32,0.18863,2015-09-01.21:54:36,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,32,1.041039,2015-09-01.21:54:46,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,32,0.806552,2015-09-01.21:54:55,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,32,0.256805,2015-09-01.21:55:05,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,32,0.626848,2015-09-01.21:55:16,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,48,0.322505,2015-09-01.21:55:21,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,48,0.067684,2015-09-01.21:55:23,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,48,0.124721,2015-09-01.21:55:26,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,48,0.735342,2015-09-01.21:55:35,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,48,0.610941,2015-09-01.21:55:43,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,48,0.209204,2015-09-01.21:55:54,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,48,0.436954,2015-09-01.21:56:04,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,64,0.282455,2015-09-01.21:56:10,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,64,0.063177,2015-09-01.21:56:12,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,64,0.122559,2015-09-01.21:56:14,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,64,0.595753,2015-09-01.21:56:23,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,64,0.496911,2015-09-01.21:56:32,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,64,0.188814,2015-09-01.21:56:42,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,64,58.727462,2015-09-01.21:57:51,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,tarjan,1,2.901105,2015-09-01.22:27:58,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,tarjan,1,0.932004,2015-09-01.22:28:01,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,tarjan,1,1.340511,2015-09-01.22:28:04,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,tarjan,1,9.935016,2015-09-01.22:28:23,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,tarjan,1,8.212301,2015-09-01.22:28:39,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,tarjan,1,1.665931,2015-09-01.22:28:52,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,tarjan,1,4.213066,2015-09-01.22:29:06,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,ufscc,1,6.901434,2015-09-01.22:29:18,971232,4847571,68993773,4847571,68993773,402126,518382,2232250,61797696,4445445
patent,ufscc,1,1.599136,2015-09-01.22:29:21,3774768,3774768,16518948,3774768,16518948,871085,1,13615264,0,2903683
pokec,ufscc,1,3.354288,2015-09-01.22:29:27,325893,1632804,30622564,1632804,30622564,115911,0,1223988,27881683,1516893
random,ufscc,1,20.187816,2015-09-01.22:29:56,877,10000001,100000000,10000001,100000000,423,0,8134,89992288,9999578
rmat,ufscc,1,17.677625,2015-09-01.22:30:22,2247072,9999994,100000000,9999994,100000000,1686096,0,1838376,89847726,8313898
ssca2,ufscc,1,5.330634,2015-09-01.22:30:38,31,1048577,157877986,1048577,157877986,22,0,71,156829360,1048555
wiki-links,ufscc,1,10.11537,2015-09-01.22:30:58,2002220,5710993,130160392,5710993,130160392,1963865,12285,3698720,122702259,3747128
livej,ufscc,2,3.984434,2015-09-01.22:31:07,971232,4847571,68993773,5031394,77211113,401935,555480,2386838,69737607,4531188
patent,ufscc,2,1.027612,2015-09-01.22:31:10,3774768,3774768,16518948,3774822,16519223,862139,1,13606519,0,2912703
pokec,ufscc,2,1.8402,2015-09-01.22:31:14,325893,1632804,30622564,1689767,32984980,115975,0,1283031,30176060,1525889
random,ufscc,2,10.522792,2015-09-01.22:31:33,877,10000001,100000000,10060778,100282840,424,0,8150,90275063,9999627
rmat,ufscc,2,9.727417,2015-09-01.22:31:51,2247072,9999994,100000000,10457737,107852431,1686103,0,1962850,97567244,8322337
ssca2,ufscc,2,3.268959,2015-09-01.22:32:05,31,1048577,157877986,1082470,159548592,23,0,107,158497677,1050808
wiki-links,ufscc,2,5.43229,2015-09-01.22:32:20,2002220,5710993,130160392,5712811,130365021,1962881,12287,3697805,122904834,3750095
livej,ufscc,4,2.048111,2015-09-01.22:32:27,971232,4847571,68993773,4849071,69181126,401335,518893,2234157,61981181,4446895
patent,ufscc,4,0.592496,2015-09-01.22:32:29,3774768,3774768,16518948,3774917,16520118,844511,1,13589639,0,2930478
pokec,ufscc,4,0.965312,2015-09-01.22:32:33,325893,1632804,30622564,1667427,32262441,116172,0,1266005,29476343,1520093
random,ufscc,4,6.073096,2015-09-01.22:32:47,877,10000001,100000000,10067700,100659694,426,0,8170,90651835,9999689
rmat,ufscc,4,5.199966,2015-09-01.22:33:01,2247072,9999994,100000000,10190032,105425044,1686102,0,1909429,95201214,8314401
ssca2,ufscc,4,1.757392,2015-09-01.22:33:13,31,1048577,157877986,1124711,169306151,25,0,77,168244153,1061921
wiki-links,ufscc,4,3.667707,2015-09-01.22:33:27,2002220,5710993,130160392,6423337,176405265,1962636,17905,3715095,168740183,3932082
livej,ufscc,6,1.493798,2015-09-01.22:33:34,971232,4847571,68993773,4943654,75884228,400999,546240,2364954,68500717,4472317
patent,ufscc,6,0.449496,2015-09-01.22:33:36,3774768,3774768,16518948,3774928,16520115,834554,1,13579661,0,2940453
pokec,ufscc,6,0.684928,2015-09-01.22:33:39,325893,1632804,30622564,1663870,32454838,116846,0,1265579,29670405,1518854
random,ufscc,6,3.938764,2015-09-01.22:33:51,877,10000001,100000000,10160258,101603638,428,0,8217,91595603,9999818
rmat,ufscc,6,3.623725,2015-09-01.22:34:03,2247072,9999994,100000000,10380607,107885115,1686118,0,1965296,97598669,8321150
ssca2,ufscc,6,1.197401,2015-09-01.22:34:15,31,1048577,157877986,1170979,175359829,27,0,286,174290485,1069058
wiki-links,ufscc,6,2.138188,2015-09-01.22:34:27,2002220,5710993,130160392,5894600,144463723,1963720,14135,3704276,136955769,3789543
livej,ufscc,8,1.169009,2015-09-01.22:34:34,971232,4847571,68993773,4921265,74469356,400891,538597,2344238,67114476,4472045
patent,ufscc,8,0.358761,2015-09-01.22:34:36,3774768,3774768,16518948,3775122,16521406,827343,1,13573483,0,2947922
pokec,ufscc,8,0.554856,2015-09-01.22:34:39,325893,1632804,30622564,1683766,33228576,117402,0,1286763,30422576,1519237
random,ufscc,8,3.182634,2015-09-01.22:34:50,877,10000001,100000000,10091332,100912535,430,0,8165,90904425,9999945
rmat,ufscc,8,2.840183,2015-09-01.22:35:01,2247072,9999994,100000000,10338143,107924238,1686114,0,1959146,97648519,8316573
ssca2,ufscc,8,1.017074,2015-09-01.22:35:13,31,1048577,157877986,1293685,193328944,29,0,79,192242332,1086533
wiki-links,ufscc,8,1.61522,2015-09-01.22:35:24,2002220,5710993,130160392,5820797,140294836,1963088,13629,3701757,132795338,3784112
livej,ufscc,12,0.966058,2015-09-01.22:35:30,971232,4847571,68993773,5020628,81308667,400557,567328,2493561,73749058,4498720
patent,ufscc,12,0.313005,2015-09-01.22:35:32,3774768,3774768,16518948,3775331,16522509,822885,1,13569782,0,2952726
pokec,ufscc,12,0.438503,2015-09-01.22:35:35,325893,1632804,30622564,1726681,35716756,118071,0,1344094,32848996,1523666
random,ufscc,12,2.266629,2015-09-01.22:35:46,877,10000001,100000000,10167346,101716992,434,0,8211,91698986,10009795
rmat,ufscc,12,2.147874,2015-09-01.22:35:56,2247072,9999994,100000000,10605056,112867797,1686118,0,2048376,102488892,8330529
ssca2,ufscc,12,0.673703,2015-09-01.22:36:08,31,1048577,157877986,1258699,186105341,33,0,406,185014043,1090892
wiki-links,ufscc,12,1.178955,2015-09-01.22:36:19,2002220,5710993,130160392,5845148,141690514,1963933,13687,3704095,134190846,3781886
livej,ufscc,16,1.025509,2015-09-01.22:36:25,971232,4847571,68993773,5013234,82137592,400484,568013,2521290,74561505,4486784
patent,ufscc,16,0.267148,2015-09-01.22:36:27,3774768,3774768,16518948,3775089,16521229,819148,1,13565173,0,2956055
pokec,ufscc,16,0.403854,2015-09-01.22:36:30,325893,1632804,30622564,1797530,39277362,118432,0,1435554,36310621,1531187
random,ufscc,16,2.053576,2015-09-01.22:36:40,877,10000001,100000000,10131360,101311654,438,0,8200,91302485,10000969
rmat,ufscc,16,1.863479,2015-09-01.22:36:50,2247072,9999994,100000000,10869080,118083007,1686125,0,2142736,107612247,8328024
ssca2,ufscc,16,0.632689,2015-09-01.22:37:02,31,1048577,157877986,1590663,228673635,37,0,618,227548050,1124967
wiki-links,ufscc,16,1.08528,2015-09-01.22:37:13,2002220,5710993,130160392,5835170,143851896,1964315,13874,3704764,136355652,3777606
